medicamento,descripcion,peso,presentacion,forma_farmacologica,marca,precio,max_price,precio descontado,descuento,promotion,fuente,scrapping_day,detail_url
voltaren,Voltaren Emulgel 1.16% 100 g,,,,,241.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-emulgel-1-16-100-g.html
voltaren,Voltaren Emulgel 1.16% 50 g,,,,,115.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-emulgel-1-16-50-g.html
voltaren,Voltaren Dolo 25 mg 20 Caps,25 mg,,,,207.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-dolo-25-mg-20-capsulas.html
voltaren,Voltaren 50 mg Oral 30 grageas,50 mg,,,,620.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-50-mg-oral-30-grageas.html
voltaren,Voltaren 24H Parches Grandes 30 mg,30 mg,,parches,,195.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-24h-parches-grandes-30-mg.html
voltaren,Voltaren Emulgel 12 Horas 2.32% 50 g,,,,,187.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-emulgel-12-horas-2-32-50-g.html
voltaren,Voltaren Dolo 25 mg 10 Caps,25 mg,,,,117.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-dolo-25-mg-10-capsulas.html
voltaren,Voltaren 24H Parches Chicos 15 mg,15 mg,,parches,,115.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-24h-parches-chicos-15-mg.html
voltaren,Voltaren Retard 100 mg Oral 30 grageas,100 mg,,,,1490.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-retard-100-mg-oral-30-grageas.html
voltaren,Voltaren Sr 75 mg Oral 10 grageas,75 mg,,,,320.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-sr-75-mg-oral-10-grageas.html
voltaren,Voltaren Emulgel 12 Horas 2.32% 100 g,,,,,338.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-emulgel-12-horas-2-32-100-g.html
voltaren,Voltaren Retard 100 mg Oral 10 grageas,100 mg,,,,288.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-retard-100-mg-oral-10-grageas.html
voltaren,Voltaren Retard 100 mg Oral 20 grageas,100 mg,,,,969.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-retard-100-mg-oral-20-grageas.html
voltaren,Voltaren Sr 75 mg Oral 30 grageas,75 mg,,,,1020.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-sr-75-mg-oral-30-grageas.html
voltaren,Voltaren 75 mg 5 ampolletas de 3 ml,3 ml,5,ampolletas,,781.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/voltaren-75-mg-5-ampolletas-de-3-ml.html
voltaren,Diclofenaco 15 mg 20 ml Gotas Marca del Ahorro,15 mg,,,,139.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/diclofenaco-15-mg-20-ml-gotas-marca-del-ahorro.html
voltaren,Diclofenaco Cutaneo 30 g Gel Marca del Ahorro,,,,,48.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/diclofenaco-cutaneo-30-g-gel-marca-del-ahorro.html
voltaren,Diclofenaco Ggs 100 mg Oral 10 tabletas Marca del Ahorro,100 mg,10,tabletas,,46.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/diclofenaco-ggs-100-mg-oral-10-tabletas-marca-del-ahorro.html
voltaren,"Diclofenaco Vitamina B1,B6,B12 Forte 30 tabletas Marca del Ahorro",,30,tabletas,,91.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/diclofenaco-vitamina-b1-b6-b12-forte-30-tabletas-marca-del-ahorro.html
voltaren,Diclofenaco 75 mg 2X3 ml ampolleta Marca del Ahorro,75 mg,,,,93.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/diclofenaco-75-mg-2x3-ml-ampolleta-marca-del-ahorro.html
voltaren,Diclofenaco 100 mg Oral 20 grageas Marca del Ahorro,100 mg,,,,48.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/diclofenaco-100-mg-oral-20-grageas-marca-del-ahorro.html
voltaren,Diclofenaco Acido Lib 0.18 g 120 ml Suspensión Marca del Ahorro,120 ml,,suspension,,150.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/diclofenaco-acido-lib-0-18-g-120-ml-suspension-marca-del-ahorro.html
exel,Exel 15 mg Oral 20 cápsulas,15 mg,20,capsulas,,916.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/exel-15-mg-oral-20-capsulas.html
exel,Exel 7.5 mg Oral 20 cápsulas,7.5 mg,20,capsulas,,643.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/exel-7-5-mg-oral-20-capsulas.html
exel,Exel 15 mg Oral 10 cápsulas,15 mg,10,capsulas,,651.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/exel-15-mg-oral-10-capsulas.html
exel,Exel 15 mg 3 X 1.5 ml ampolleta,15 mg,,,,441.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/exel-15-mg-3-x-1-5-ml-ampolleta.html
exel,Exelon 9 mg 30 Parches,9 mg,30,parches,,3645.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/exelon-parche-4-6-mg-24-hrs-5-cm-caja-con-30-parches.html
exel,Exelon 18 mg 30 Parches,18 mg,30,parches,,3640.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/exelon-parche-9-5-mg-24-hrs-10-cm-caja-con-30-parches.html
exel,Exelon 27 mg 30 Parches,27 mg,30,parches,,3645.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/exelon-parches-27-mg-15-cm2-x-30.html
celebrex,Celebrex 200 mg Oral 10 cápsulas,200 mg,10,capsulas,,808.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/celebrex-200-mg-oral-10-capsulas.html
celebrex,Celebrex Kit 40200 mg 6S VR,40200 mg,,,,437.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/celebrex-kit-40200-mg-6s-vr.html
celebrex,Celebrex 200 mg con 20 cápsulas,200 mg,20,capsulas,,1560.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/celebrex-200-mg-con-20-capsulas.html
celebrex,Celebrex 200 mg Oral 30 cápsulas,200 mg,30,capsulas,,2036.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/celebrex-200-mg-oral-30-capsulas.html
arcoxia,Arcoxia 90 mg Oral,90 mg,,,,1581.00,,,,Acumula 2 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/arcoxia-90-mgoral.html
arcoxia,Arcoxia 90 mg Oral,90 mg,,,,2131.00,,,,Acumula 2 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/arcoxia-90-mg-oral.html
arcoxia,Arcoxia 60 mg Oral,60 mg,,,,1841.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/arcoxia-60-mg-oral.html
arcoxia,Arcoxia 90 mg Oral 7,90 mg,,,,881.00,,,,Acumula 12 y llevate 4 gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/arcoxia-90-mg-oral-7.html
arcoxia,Arcoxia 120 mg Oral 7,120 mg,,,,1048.00,,,,Acumula 2 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/arcoxia-120-mg-oral-7.html
arcoxia,Arcoxia 60 mg Oral 7,60 mg,,,,856.00,,,,Acumula 12 y llevate 4 gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/arcoxia-60-mg-oral-7.html
trayenta,Trayenta 5 mg Oral 30 tabletas,5 mg,30,tabletas,,1788.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/trayenta-5-mg-oral-30-tabletas.html
trayenta,Trayenta 5 mg Oral 10 tabletas,5 mg,10,tabletas,,695.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/trayenta-5-mg-oral-10-tabletas.html
trayenta,Trayenta Duo 2.1000 mg Oral 30 tabletas,2.1000 mg,30,tabletas,,1007.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/trayenta-duo-2-1000-mg-oral-30-tabletas.html
trayenta,Trayenta Duo 2.500 mg Oral 30 tabletas,2.500 mg,30,tabletas,,1007.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/trayenta-duo-2-500-mg-oral-30-tabletas.html
trayenta,Trayenta Duo 2.5/500 mg Oral 60 tabletas,500 mg,60,tabletas,,2154.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/trayenta-duo-2-5-500-mg-oral-60-tabletas.html
trayenta,Trayenta Duo 2.5/1000 mg Oral 60 tabletas,1000 mg,60,tabletas,,1855.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/trayenta-duo-2-5-1000-mg-oral-60-tabletas.html
trayenta,Trayenta Duo 2.850 mg Oral 60 tabletas,2.850 mg,60,tabletas,,1855.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/trayenta-duo-2-850-mg-oral-60-tabletas.html
januvia,Januvia 50 mg Oral 28 Recub,50 mg,,,,1805.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/januvia-50-mg-oral-28-recub.html
januvia,Januvia 25 mg Oral 28 Recub,25 mg,,,,2062.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/januvia-25-mg-oral-28-recub.html
januvia,Januvia 100 mg Oral 14 Recub,100 mg,,,,983.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/januvia-100-mg-oral-14-recub.html
januvia,Januvia 100 mg Oral 28 Recub,100 mg,,,,1775.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/januvia-100-mg-oral-28-recub.html
onglyza,Onglyza 5 mg 14 tabletas,5 mg,14,tabletas,,759.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/onglyza-5-mg-14tabletas.html
onglyza,Onglyza 5 mg 28 tabletas,5 mg,28,tabletas,,1377.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/onglyza-5mg-28-tabletas.html
galvus,Galvus Met 50/850 mg Oral 30 comprimidos,850 mg,30,comprimidos,,608.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/galvus-met-50-850-mg-oral-30-comprimidos.html
galvus,Galvus 50 mg comprimidos con,50 mg,,comprimidos,,529.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/galvus-50-mg-comprimidos-con.html
galvus,Galvus Met 50/500 mg Oral Adulto,500 mg,,,,1187.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/galvus-met-50-500-mg-oral-adulto.html
galvus,Galvus Met 501000 mg Oral Adulto,501000 mg,,,,608.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/galvus-met-501000-mg-oral-adulto.html
galvus,Galvus 50 mg Oral 56 comprimidos,50 mg,56,comprimidos,,1115.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/galvus-50-mg-oral-56-comprimidos.html
galvus,Galvus Met 50/850 mg Oral Adulto 60 comprimidos,850 mg,60,comprimidos,,1187.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/galvus-met-50-850-mg-oral-adulto-60-comprimidos.html
galvus,Galvus Met 50 mg / 500 mg Oral Adulto con 30 comprimidos,50 mg,30,comprimidos,,608.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/galvus-met-50-mg-500-mg-oral-adulto-con-30-comprimidos.html
incresina,Incresina 25 mg Oral 28 tabletas,25 mg,28,tabletas,,1312.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/incresina-25mg-oral-28-tabletas.html
incresina,Incresina 25 mg Oral 14 tabletas,25 mg,14,tabletas,,627.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/incresina-25mgoral-14-tabletas.html
incresina,Incresina Duo 12.500 mg Oral 56 tabletas,12.500 mg,56,tabletas,,1317.50,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/incresina-duo-12-500-mg-oral-56-tabletas.html
incresina,Incresina Duo 12.850 mg Oral 56 tabletas,12.850 mg,56,tabletas,,1352.50,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/incresina-duo-12-850-mg-oral-56-tabletas.html
janumet,Janumet 50/500 mg Oral 28 comprimidos,500 mg,28,comprimidos,,982.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/janumet-50-500-mg-oral-28-comprimidos.html
janumet,Janumet Xr 500 mg Oral 56 tabletas (N),500 mg,56,tabletas,,1955.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/janumet-xr-500-mg-oral-56-tabletas-n.html
janumet,Janumet 50/1000 mg Oral 56 comprimidos,1000 mg,56,comprimidos,,1853.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/janumet-50-1000-mg-oral-56-comprimidos.html
janumet,Janumet 50/500 mg Oral 56 comprimidos,500 mg,56,comprimidos,,1882.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/janumet-50-500-mg-oral-56-comprimidos.html
janumet,Janumet 50/850 mg Oral 28 Recub,850 mg,,,,939.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/janumet-50-850-mg-oral-28-recub.html
janumet,Janumet 50/850 mg Oral 56 comprimidos,850 mg,56,comprimidos,,1832.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/janumet-50-850-mg-oral-56-comprimidos.html
janumet,"Janumet Xr 100 mg, 1000 mg Oral 14 tabletas (N)",100 mg,14,tabletas,,876.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/janumet-xr-100-mg-1000-mg-oral-14-tabletas-n.html
kombiglyze,Kombiglyze Xr 2.1000 mg Oral 56 tabletas,2.1000 mg,56,tabletas,,1569.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/kombiglyze-xr-2-1000-mg-oral-56-tabletas.html
kombiglyze,Kombiglyze Xr 2.1000 mg Oral 28 tabletas,2.1000 mg,28,tabletas,,1213.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/kombiglyze-xr-2-1000-mg-oral28tabletas.html
kombiglyze,Kombiglyze Xr 1000 mg Oral 28 tabletas,1000 mg,28,tabletas,,1476.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/kombiglyze-xr-1000-mg-oral-28-tabletas.html
kombiglyze,Kombiglyze Xr 1000 mg Oral 14 tabletas,1000 mg,14,tabletas,,795.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/kombiglyze-xr-1000-mg-oral-14-tabletas.html
jardianz,Jardianz 25 mg Oral 30 tabletas (N),25 mg,30,tabletas,,1874.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-25-mg-oral-30-tabletas-n.html
jardianz,Jardianz Duo 12.5 mg/850 mg 60 tabletas,12.5 mg/850 mg,60,tabletas,,1892.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-duo-12-5-mg-850-mg-60-tabletas.html
jardianz,Jardianz Dpp 25 mg 30 tabletas,25 mg,30,tabletas,,2850.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-dpp-25-mg-30-tabletas.html
jardianz,Jardianz Duo 12.5 mg/1000 mg 60 tabletas,12.5 mg/1000 mg,60,tabletas,,1892.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-duo-12-5-mg-1000-mg-60-tabletas.html
jardianz,Jardianz Duo 5 mg/850 mg 30 tabletas,5 mg/850 mg,30,tabletas,,1066.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-duo-5-mg-850-mg-30-tabletas.html
jardianz,Jardianz Duo 12.5 mg/850 mg 30 tabletas,12.5 mg/850 mg,30,tabletas,,1037.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-duo-12-5-mg-850-mg-30-tabletas.html
jardianz,Jardianz Duo 5 mg/850 mg 60 tabletas,5 mg/850 mg,60,tabletas,,2187.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-duo-5-mg-850-mg-60-tabletas.html
jardianz,Jardianz 10 mg Oral 10 tabletas (N),10 mg,10,tabletas,,837.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-10-mg-oral-10-tabletas-n.html
jardianz,Jardianz 10 mg Oral 30 tabletas (N),10 mg,30,tabletas,,1926.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-10-mg-oral-30-tabletas-n.html
jardianz,Jardianz 25 mg Oral 10 tabletas (N),25 mg,10,tabletas,,818.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-25-mg-oral-10-tabletas-n.html
jardianz,Jardianz Duo 12.5 mg/1000 mg 30 tabletas,12.5 mg/1000 mg,30,tabletas,,1038.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/jardianz-duo-12-5-mg-1000-mg-30-tabletas.html
xigduo,Xigduo Xr 1000 mg 28 tabletas,1000 mg,28,tabletas,,963.00,,866.70,10.0%,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/xigduo-xr-1000-mg-28-tabletas.html
xigduo,Xigduo Xr 11000 mg 28 tabletas,11000 mg,28,tabletas,,1797.00,,1617.30,10.0%,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/xigduo-xr-11000-mg-28-tabletas.html
xigduo,Xigduo Xr 11000 mg 14 tabletas,11000 mg,14,tabletas,,1013.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/xigduo-xr-11000-mg-14-tabletas.html
invokana,Invokana 300 mg Oral 30 tabletas,300 mg,30,tabletas,,1751.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/invokana-300-mg-oral-30-tabletas.html
invokana,Invokana Duo 15850 mg Oral 60 tabletas,15850 mg,60,tabletas,,1831.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/invokana-duo-15850-mg-oral-60-tabletas.html
invokana,Invokana Duo 151000 mg Oral 60 tabletas,151000 mg,60,tabletas,,1831.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/invokana-duo-151000-mg-oral-60-tabletas.html
trulicity,Trulicity 1.5 mg 0.5 ml,1.5 mg,,,,1956.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/trulicity-1-5-mg-0-5-ml.html
trulicity,Trulicity 0.75 mg 0.5 ml,0.75 mg,,,,1732.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/trulicity-0-75-mg-0-5-ml.html
ozempic,Rybelsus® 3 mg 10 Tabs,3 mg,10,tab,,928.00,,,,Acumula 2 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/rybelsusr-3-mg-10-tabs.html
ozempic,Rybelsus 3 mg 30 tabletas,3 mg,30,tabletas,,2319.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/rybelsus-3-mg-30-tabletas.html
ozempic,Rybelsus 7 mg 30 tabletas,7 mg,30,tabletas,,3860.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/rybelsus-7-mg-30-tabletas.html
ozempic,Rybelsus 14 mg 30 tabletas,14 mg,30,tabletas,,4328.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/rybelsus-14-mg-30-tabletas.html
cardura,Cardura 4 mg Oral 20 Tabletas,4 mg,20,tabletas,,1010.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/cardura-4-mg-oral-20-tabletas.html
cardura,Cardura XL 4 mg Oral 14 tabletas,4 mg,14,tabletas,,704.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/cardura-xl-4-mg-oral-14-tabletas.html
cardura,Cardura 2 mg Oral 20 Tabletas,2 mg,20,tabletas,,1005.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/cardura-2-mg-oral-20-tabletas.html
cardura,Cardura XL 4 mg Oral 28 tabletas,4 mg,28,tabletas,,1037.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/cardura-xl-4-mg-oral-28-tabletas.html
micardis,Micardis 40 mg Oral 14 Tabs,40 mg,14,tab,,761.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-40-mg-oral-14-tabs.html
micardis,Micardis 40 mg Oral 28 Tabs,40 mg,28,tab,,1019.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-40-mg-oral-28-tabs.html
micardis,Micardis 80 mg Oral 28 Tabs,80 mg,28,tab,,1359.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-80-mg-oral-28-tabs.html
micardis,Micardis 80 mg Oral 14 Tabs,80 mg,14,tab,,1013.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-80-mg-oral-14-tabs.html
micardis,Micardis Plus 80mg/ 12.5mg Oral 14 Tabs,80mg,14,tab,,905.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-plus-80mg-12-5mg-oral-14-tabs.html
micardis,Micardis Duo 80 mg/ 5mg Oral 28 Tabs,80 mg,28,tab,,1660.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-duo-80-mg-5mg-oral-28-tabs.html
micardis,Micardis Duo 40 mg/ 5 mg Oral 28 Tabs,40 mg,28,tab,,1705.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-duo-40-mg-5-mg-oral-28-tabs.html
micardis,Micardis Duo 80 mg/ 10 mg Oral 28 Tabs,80 mg,28,tab,,2030.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-duo-80-mg-10-mg-oral-28-tabs.html
micardis,Micardis Plus 80 mg/ 12.5 mg Oral 28 Tabs,80 mg,28,tab,,1522.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-plus-80-mg-12-5-mg-oral-28-tabs.html
micardis,Micardis Plus 80 mg/ 25 mg Oral 14 Tabs,80 mg,14,tab,,905.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-plus-80-mg-25-mg-oral-14-tabs.html
micardis,Micardis Duo 40 mg/ 10 mg Oral 28 Tabs,40 mg,28,tab,,2090.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/micardis-duo-40-mg-10-mg-oral-28-tabs.html
edarbi,Edarbi 40 mg Oral 14 Tabs,40 mg,14,tab,,498.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/edarbi-40-mg-oral-14-tabs.html
edarbi,Edarbi 80 mg Oral 14 Tabs,80 mg,14,tab,,819.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/edarbi-80-mg-oral-14-tabs.html
edarbi,Edarbi 40 mg Oral 28 Tabs,40 mg,28,tab,,928.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/edarbi-40-mg-oral-28-tabs.html
edarbi,Edarbi 80 mg Oral 28 Tabs,80 mg,28,tab,,1278.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/edarbi-80-mg-oral-28-tabs.html
edarbi,Edarbi Cld 40 mg/ 12.5 mg Oral 14 Tabs,40 mg,14,tab,,658.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/edarbi-cld-40-mg-12-5-mg-oral-14-tabs.html
edarbi,Edarbi Cld 40 mg/ 12.5 mg Oral 28 Tabs,40 mg,28,tab,,973.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/edarbi-cld-40-mg-12-5-mg-oral-28-tabs.html
edarbi,Edarbi Cld 80 mg/ 12.5 mg Oral 28 Tabs,80 mg,28,tab,,1304.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/edarbi-cld-80-mg-12-5-mg-oral-28-tabs.html
losartan,Losartan 50 mg Oral 30 Tabs Marca del Ahorro,50 mg,30,tab,,169.00,,,,,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/losartan-50-mg-oral-30-tabs-marca-del-ahorro.html
losartan,Losartan 50 mg Oral 60 Tabs Marca del Ahorro,50 mg,60,tab,,216.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,18/09/2024 15:43:28,https://www.fahorro.com/losartan-50-mg-oral-60-tabs-marca-del-ahorro.html
